"sf__Id","sf__Error",Name,ACV__c,ContractUpdate__c,Account__c,Contact__c,Description__c,ExpectedCloseDate__c,LostDate__c,LostReason__c,MRR__c,NextActivityDate__c,NextStep__c,StageName__c,StandardCloseDate__c,StandardProbability__c,StartDate__c,StandardStartDate__c,ExpectedDuration__c
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","IB設計 の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-03-02","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","個人 の取引","0.0","","","","","","","","0.0","","","お問い合わせ受領","2025-09-05","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","有限会社ジャモアソシエイツ の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-03-31","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","の取引","0.0","","","","","","","","0.0","","","お問い合わせ受領","2025-12-19","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","プロバイダ型ドメイン の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-09-01","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","横松建設株式会社 等 の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-04-22","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","株式会社JTBアセットマネジメント の取引","0.0","","","","","","","","0.0","","","お問い合わせ受領","2025-11-11","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","ゴールドクレスト株式会社 の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-05-14","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","株式会社WIZU の取引","17600.0","","","","","","","","0.0","","","お問い合わせ受領","2025-09-17","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","株式会社テンランド の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-06-23","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","個人 の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-07-14","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","株式会社ぷららネットワークス の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-06-29","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","個人 の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-07-09","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","mizuiro architects 一級建築士事務所 の取引","0.0","","","","","","","","0.0","","","お問い合わせ受領","2025-07-20","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","株式会社ライフステージ の取引","17600.0","","","","","","","","0.0","","","お問い合わせ受領","2025-07-11","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","個人 の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-07-14","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","個人 の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-07-15","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","野村不動産ホールディングス株式会社 の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-07-18","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","Apple Inc. の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-11-21","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","昭和建設株式会社 等 の取引","17600.0","","","","","","","","0.0","","","お問い合わせ受領","2025-09-24","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","個人 の取引","0.0","","","","","","","","0.0","","","お問い合わせ受領","2025-09-01","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","株式会社一条工務店 の取引","0.0","","","","","","","","0.0","","","お問い合わせ受領","2025-08-29","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","夢企工 の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-09-04","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","個人 の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-11-13","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","の取引","8800.0","","","","","","","","0.0","","","お問い合わせ受領","2025-12-17","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","㈱ライフステージ の取引","17600.0","","","","","","","","0.0","","","お問い合わせ受領","2025-07-11","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","の取引","0.0","","","","","","","","0.0","","","お問い合わせ受領","2025-12-19","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: ニーズとのミスマッチ:LostReason__c --","株式会社リアルゲイト","1800000.0","","","","","2026-05-01","2026-05-19","ニーズとのミスマッチ","150000.0","2026-03-18","","導入意向の確認中","2026-05-19","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社NTTファシリティーズ の取引","1800000.0","","","","","2026-06-02","","","150000.0","","","決済手続/稟議中","2026-05-29","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","フロアマイスター株式会社 の取引","105600.0","","","","","","","","8800.0","2026-02-25","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: ニーズとのミスマッチ:LostReason__c --","大和ハウス工業 株式会社","900000.0","","","","","","2026-05-25","ニーズとのミスマッチ","75000.0","","","社内検討中","2026-05-25","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社グッドライフ の取引","1800000.0","","","","","2026-06-23","","","150000.0","2026-03-06","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社ReGo","145200.0","","","","","","","","12100.0","","","トライアル中","2026-01-31","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","東京ガスリノベーション株式会社","145200.0","","","","","","","","12100.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","笹木産業株式会社","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 導入意向の確認中:StageName__c --","ヒューリックプロパティソリューション株式会社","2450000.0","","","","","2026-05-14","","","175000.0","","","導入意向の確認中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社田中建設 の取引","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","京阪電鉄不動産株式会社","105600.0","","","","","","","","8800.0","2026-02-25","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社久保建築設計 の取引","900000.0","","","","","","","","75000.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","北斗工業エンヂニアリング　株式会社 の取引","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 導入意向表明:StageName__c --","東宝ハウス調布","726000.0","","","","","","","","60500.0","","","導入意向表明","2026-02-02","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社 未来建築工房 の取引","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","ジーク株式会社","900000.0","","","","","","","","75000.0","","","決済手続/稟議中","2026-01-26","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 問い合わせ受領:StageName__c --","株式会社さくら総合地所","0.0","","","","","","","","0.0","2026-04-23","","問い合わせ受領","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社田中建設","0.0","","","","","","","","0.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","亀飼遼太 様","0.0","","","","","","","","0.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","(株)ビ・ハウス","0.0","","","","","","","","0.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 問い合わせ受領:StageName__c --","Act Amuse Japan 株式会社","0.0","","","","","","","","0.0","2026-06-01","","問い合わせ受領","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","realize の取引","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","Phantom株式会社","211200.0","","","","","","","","17600.0","","","決済手続/稟議中","2026-01-29","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","梅林建設株式会社 の取引","900000.0","","","","","2026-05-31","","","75000.0","","","決済手続/稟議中","2026-05-20","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お問い合わせ受領:StageName__c --","株式会社小林創建","105600.0","","","","","","","","8800.0","","","お問い合わせ受領","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","東建コーポレーション株式会社","211200.0","","","","","","","","17600.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","錢高組","316800.0","","","","","2026-02-06","","","26400.0","","","決済手続/稟議中","2026-02-04","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","トヨタコニックプロ株式会社 の取引","1360000.0","","","","","2026-05-01","","","105000.0","","","決済手続/稟議中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社おきなわアセットブリッジ","145200.0","","","","","","","","12100.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 導入意向の確認中:StageName__c --","相鉄不動産株式会社","1800000.0","","","","","2026-05-27","","","150000.0","2026-03-17","","導入意向の確認中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社E・M・LUMBER","105600.0","","","","","","","","8800.0","","","決済手続/稟議中","2026-02-09","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","株式会社小河原建設 の取引","105600.0","","","","","2026-04-30","","","8800.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","ストレッチテント・カンパニー","105600.0","","","","","2026-02-06","","","8800.0","","","決済手続/稟議中","2026-02-09","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","トヨタコニックプロ株式会社","528000.0","","","","","","","","44000.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S2 初期定着:StageName__c --","三井不動産レジデンシャルリース株式会社(ソリ推)のCS","1584000.0","","","","","","","","132000.0","","","S2 初期定着","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 課題の組織化（個人→組織）:StageName__c --","錢高組","316800.0","","","","","2026-02-06","","","26400.0","","","課題の組織化（個人→組織）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S1 導入直後:StageName__c --","日鉄興和不動産株式会社（S)","2340000.0","","","","","2026-03-31","","","195000.0","","","S1 導入直後","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: 返信なし *なるべく他の理由に:LostReason__c --","株式会社B-PROJECT の取引 (B)","792000.0","","","","","","2026-04-22","返信なし *なるべく他の理由に","66000.0","","","S5 リスク","2026-04-22","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S2 初期定着:StageName__c --","株式会社アールシーコア","0.0","","","","","","","","0.0","","","S2 初期定着","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S3 活用拡張:StageName__c --","株式会社フジタ(A)","900000.0","","","","","","","","75000.0","","","S3 活用拡張","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S3 活用拡張:StageName__c --","株式会社石勝エクステリア の取引 (A)","1780000.0","","","","","","","","140000.0","","","S3 活用拡張","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","iFIND株式会社","1584000.0","","","","","","","","132000.0","","","決済手続/稟議中","2025-04-30","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: 返信なし *なるべく他の理由に:LostReason__c --","iFIND株式会社 (アイリスグループ)","1584000.0","","","","","","2026-04-21","返信なし *なるべく他の理由に","132000.0","","","S5 リスク","2026-04-21","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","東急リゾーツ&ステイ株式会社","1188000.0","","","","","","","","99000.0","","","決済手続/稟議中","2024-11-12","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S3 活用拡張:StageName__c --","東急リゾーツ&ステイ株式会社 (S)","1188000.0","","","","","","","","99000.0","","","S3 活用拡張","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 導入意向の確認中:StageName__c --","大東建託株式会社 流通設計部 (コピー)","180000.0","","","","","2026-04-01","","","15000.0","","","導入意向の確認中","2026-02-13","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 課題の組織化（個人→組織）:StageName__c --","サンフロンティア不動産株式会社","900000.0","","","","","","","","75000.0","","","課題の組織化（個人→組織）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S3 活用拡張:StageName__c --","大和財託株式会社(A)","1800000.0","","","","","","","","150000.0","","","S3 活用拡張","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社ルミネ","105600.0","","","","","2026-04-15","","","8800.0","2026-02-15","","決済手続/稟議中","2026-04-13","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続き中/稟議中:StageName__c --","株式会社夢のおてつだい","660000.0","","","","","","","","55000.0","","","決済手続き中/稟議中","2026-02-19","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社久家設計事務所","105600.0","","","","","","","","8800.0","","","決済手続/稟議中","2026-03-10","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社アースウィンド","105600.0","","","","","2026-03-13","","","8800.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: ニーズとのミスマッチ:LostReason__c --","福岡地所株式会社","105600.0","","","","","","2026-03-12","ニーズとのミスマッチ","8800.0","2026-02-25","","社内検討中","2026-03-12","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: ニーズとのミスマッチ:LostReason__c --","東邦レオ 株式会社","0.0","","","","","2026-03-01","2026-03-05","ニーズとのミスマッチ","0.0","","","休眠","2026-03-05","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社サンケイビル","840000.0","","","","","2026-03-11","","","70000.0","","","決済手続/稟議中","2026-03-23","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S5 リスク:StageName__c --","47内装株式会社(B)","900000.0","","","","","","","","75000.0","2026-05-31","","S5 リスク","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: 予算不足(初期費用・移行コスト):LostReason__c --","関西不動産販売株式会社","900000.0","","","","","","2026-03-12","予算不足(初期費用・移行コスト)","75000.0","2026-02-26","","社内検討中","2026-03-12","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社スタイルテック総合計画","900000.0","","","","","2026-04-01","","","75000.0","","","決済手続/稟議中","2026-04-03","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S2 初期定着:StageName__c --","矢作建設工業株式会社(B)","900000.0","","","","","","","","75000.0","","","S2 初期定着","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内承認待ち（クロージング前）:StageName__c --","株式会社フロンティアコンサルティング","460000.0","","","","","2026-03-31","","","30000.0","","","社内承認待ち（クロージング前）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社建創社 の取引","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: ニーズとのミスマッチ:LostReason__c --","三井不動産株式会社","1800000.0","","","","","2026-04-01","2026-06-01","ニーズとのミスマッチ","150000.0","2026-02-20","","トライアル中","2026-06-01","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","NOD&W","105600.0","","","","","2026-04-30","","","8800.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","明石建築設計事務所 の取引","105600.0","","","","","2026-03-20","","","8800.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内承認待ち（クロージング前）:StageName__c --","三菱地所レジデンス　株式会社","576000.0","","","","","2026-06-01","","","48000.0","","","社内承認待ち（クロージング前）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","（株）トピアホーム","422400.0","","","","","2026-07-01","","","35200.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S2 初期定着:StageName__c --","アイリスオーヤマ株式会社(S)","1080000.0","","","","","","","","90000.0","","","S2 初期定着","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","8Y8 の取引","316800.0","","","","","2026-04-30","","","26400.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: サポート体制・実績不足:LostReason__c --","前田建設工業 株式会社(S)","900000.0","","","","","","2026-04-01","サポート体制・実績不足","75000.0","","","S5 リスク","2026-04-01","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: 顧客の疑問や不安を解消できていない:LostReason__c --","CREATIVETREE","3500.0","","","","","","2026-03-16","顧客の疑問や不安を解消できていない","0.0","","","決済手続き中/稟議中","2026-03-16","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社a-tech","316800.0","","","","","2026-06-01","","","26400.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社コロワイド","900000.0","","","","","","","","75000.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社　渡辺工務店","105600.0","","","","","2026-04-08","","","8800.0","","","トライアル中","","","","",""
