"sf__Id","sf__Error",Name,ACV__c,ContractUpdate__c,Account__c,Contact__c,Description__c,ExpectedCloseDate__c,LostDate__c,LostReason__c,MRR__c,NextActivityDate__c,NextStep__c,StageName__c,StandardCloseDate__c,StandardProbability__c,StartDate__c,StandardStartDate__c,ExpectedDuration__c
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社DAN都市デザイン","1440000.0","","","","","2026-07-01","","","120000.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","佑亮 西浦","105600.0","","","","","","","","8800.0","","","Paid（セルフ課金）","2026-04-08","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Lead（流入）:StageName__c --","Leon TSE","66000.0","","","","","","","","5500.0","","","Lead（流入）","2026-04-08","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社ドムコス","105600.0","","","","","2026-04-29","","","8800.0","","","決済手続/稟議中","2026-04-09","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社龍美一級建築士事務所","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社フィールド・デザイン・アーキテクツ一級建築士事務所","105600.0","","","","","2026-04-10","","","8800.0","","","決済手続/稟議中","2026-04-10","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","若築建設株式会社","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","2026-06-04","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 休眠:StageName__c --","杉本興業株式会社","0.0","","","","","","","","0.0","","","休眠","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社イーマックエンジニアリング","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","リストデベロップメント株式会社","0.0","","","","","2026-05-31","","","0.0","2026-04-15","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続き中/稟議中:StageName__c --","JBリアルエステート株式会社","145200.0","","","","","","","","12100.0","","","決済手続き中/稟議中","2026-04-10","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","安井建築設計事務所","105600.0","","","","","2026-04-15","","","8800.0","","","決済手続/稟議中","2026-04-22","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社良品計画","2140000.0","","","","","2026-09-01","","","170000.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社マルモリカンパニー","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","匠堂 合同会社","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社CABON","105600.0","","","","","2026-04-15","","","8800.0","","","決済手続/稟議中","2026-04-15","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: 予算不足(初期費用・移行コスト):LostReason__c --","株式会社 ヨネダ","900000.0","","","","","2026-05-13","2026-06-01","予算不足(初期費用・移行コスト)","75000.0","","","トライアル中","2026-06-01","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","四反田建築設計事務所","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","平倉建設株式会社","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S1 導入直後:StageName__c --","株式会社フジタ 建築本部 BIM推進統括部","0.0","","","","","","","","0.0","2026-04-28","","S1 導入直後","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","西日本旅客鉄道株式会社","105600.0","","","","","2026-04-30","","","8800.0","","","決済手続/稟議中","2026-05-11","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S1 導入直後:StageName__c --","株式会社ecoaハウス","0.0","","","","","","","","0.0","","","S1 導入直後","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社クラウドトップ","105600.0","","","","","","","","8800.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社グリーンズ","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S2 初期定着:StageName__c --","近鉄不動産株式会社","0.0","","","","","","","","0.0","","","S2 初期定着","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S2 初期定着:StageName__c --","株式会社コスモスイニシア","0.0","","","","","","","","0.0","","","S2 初期定着","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","センコー産業株式会社","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:失注理由: 制限つき選択リスト項目の値が不適切: 課題の設定・合意形成ができていない:LostReason__c --","株式会社ノットコーポレーション","900000.0","","","","","2026-06-01","2026-05-26","課題の設定・合意形成ができていない","75000.0","","","トライアル中","2026-05-26","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社クラウドトップ","105600.0","","","","","2026-04-29","","","8800.0","","","決済手続/稟議中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社 秋山立花","105600.0","","","","","2026-04-24","","","8800.0","","","決済手続/稟議中","2026-04-24","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: アップセル仮説成立:StageName__c --","株式会社 秋山立花","900000.0","","","","","2026-06-30","","","75000.0","","","アップセル仮説成立","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","TAKUYA RIKIMARU","105600.0","","","","","","","","8800.0","","","Paid（セルフ課金）","2026-04-27","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","ノーマンズランドアソシエイツ1級建築士事務所","105600.0","","","","","","","","8800.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","オゾン設計室","105600.0","","","","","","","","8800.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社テイクアンドギヴ・ニーズ","528000.0","","","","","2026-06-26","","","44000.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","K2デザインオフィス","105600.0","","","","","","","","8800.0","2026-05-14","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社ウィローズクラフト","316800.0","","","","","","","","26400.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社三木組","211200.0","","","","","","","","17600.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","エステック不動産投資顧問株式会社","316800.0","","","","","","","","26400.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内承認待ち（クロージング前）:StageName__c --","株式会社フロンティアコンサルティング","264000.0","","","","","2026-05-01","","","22000.0","","","社内承認待ち（クロージング前）","2026-05-01","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社RYアーキテクツ","316800.0","","","","","2026-05-28","","","26400.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社モーラデザイン","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社ユニフィット","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","カモン・アンド・アソシエイツ","105600.0","","","","","2026-05-31","","","8800.0","","","決済手続/稟議中","2026-05-11","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","有限会社芝田工務店","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社ｎｅｓｔ建築設計室","105600.0","","","","","2026-06-04","","","8800.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社野村工務店","2059200.0","","","","","2026-06-17","","","171600.0","2026-05-12","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内承認待ち（クロージング前）:StageName__c --","株式会社デザインアーク","360000.0","","","","","2026-05-12","","","30000.0","","","社内承認待ち（クロージング前）","2026-05-26","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 意思決定構造の可視化:StageName__c --","ジーク株式会社（福岡）","900000.0","","","","","2026-06-12","","","75000.0","","","意思決定構造の可視化","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","OPERA","105600.0","","","","","","","","8800.0","","","Paid（セルフ課金）","2026-05-12","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","JUNICHI HIGUCHI","105600.0","","","","","","","","8800.0","","","Paid（セルフ課金）","2026-05-12","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","NTTファシリティーズエンジニアリング株式会社","1800000.0","","","","","2026-07-01","","","150000.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内承認待ち（クロージング前）:StageName__c --","豊通ファシリティーズ株式会社","105600.0","","","","","","","","8800.0","","","社内承認待ち（クロージング前）","2026-05-18","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","グローアップ","105600.0","","","","","2026-05-27","","","8800.0","","","決済手続/稟議中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 導入意向の確認中:StageName__c --","大建興産株式会社","105600.0","","","","","2026-05-29","","","8800.0","","","導入意向の確認中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","有限会社芝田工務店","0.0","","","","","2026-05-29","","","0.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","エステック不動産投資顧問株式会社","0.0","","","","","2026-06-30","","","0.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S2 初期定着:StageName__c --","株式会社サンケイビル","0.0","","","","","","","","0.0","","","S2 初期定着","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社フューチャースケッチ","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","ミサワホーム株式会社","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社AYNZ","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 導入意向の確認中:StageName__c --","MtoMカンパニー","105600.0","","","","","2026-05-31","","","8800.0","2026-05-21","","導入意向の確認中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社東畑建築事務所","0.0","","","","","","","","0.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社よねざわ工業","105600.0","","","","","","","","8800.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社ニッセイ","0.0","","","","","","","","0.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 導入意向の確認中:StageName__c --","ｉ設計エンジニアリング","105600.0","","","","","","","","8800.0","","","導入意向の確認中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","株式会社ヒトバデザイン","105600.0","","","","","","","","8800.0","","","Paid（セルフ課金）","2026-05-25","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","KEISUKE NARISAWA","105600.0","","","","","","","","8800.0","","","Paid（セルフ課金）","2026-05-25","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","RYO KAWAGUCHI","211200.0","","","","","","","","17600.0","","","Paid（セルフ課金）","2026-05-25","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社YUASA","1800000.0","","","","","","","","150000.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","株式会社NOW","316800.0","","","","","2026-06-01","","","26400.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","株式会社エッグハウジング","105600.0","","","","","2026-05-25","","","8800.0","","","決済手続/稟議中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: Paid（セルフ課金）:StageName__c --","株式会社GEN INOUE","105600.0","","","","","","","","8800.0","","","Paid（セルフ課金）","2026-05-26","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社デュアルタップ","0.0","","","","","","","","0.0","2026-05-27","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","竹下和宏建築設計事務所","0.0","","","","","","","","0.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 導入意向の確認中:StageName__c --","fragment.archoffice","105600.0","","","","","","","","8800.0","","","導入意向の確認中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社IGK","0.0","","","","","","","","0.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内承認待ち（クロージング前）:StageName__c --","三越伊勢丹プロパティデザイン株式会社","105600.0","","","","","","","","8800.0","","","社内承認待ち（クロージング前）","2026-05-29","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S1 導入直後:StageName__c --","NTTファシリティーズ","0.0","","","","","","","","0.0","","","S1 導入直後","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内承認待ち（クロージング前）:StageName__c --","株式会社コスモスイニシア","180000.0","","","","","2026-06-02","","","15000.0","","","社内承認待ち（クロージング前）","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","アーキデザイン株式会社","76800.0","","","","","","","","6400.0","","","決済手続/稟議中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","清水建設株式会社福岡支店工事部","844800.0","","","","","2026-06-25","","","70400.0","","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: トライアル中:StageName__c --","コクヨマーケティング株式会社","1800000.0","","","","","2026-07-22","","","150000.0","2026-06-01","","トライアル中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内承認待ち（クロージング前）:StageName__c --","近鉄不動産株式会社","360000.0","","","","","","","","30000.0","","","社内承認待ち（クロージング前）","2026-06-01","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 決済手続/稟議中:StageName__c --","小島屋","105600.0","","","","","","","","8800.0","","","決済手続/稟議中","2026-06-02","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社フューチャースケッチ","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社エリオクリエイト","105600.0","","","","","","","","8800.0","","","お打ち合わせセッティング完了","2026-06-03","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: アップセル仮説成立:StageName__c --","デザインアーク","0.0","","","","","","","","0.0","","","アップセル仮説成立","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","Shiny’s Creative","0.0","","","","","","","","0.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","asazu design office","105600.0","","","","","","","","8800.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: S1 導入直後:StageName__c --","デザインアーク（大阪）","900000.0","","","","","","","","75000.0","","","S1 導入直後","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社ウチダシステムズ","0.0","","","","","","","","0.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社エルシード","105600.0","","","","","","","","8800.0","","","お打ち合わせセッティング完了","2026-06-03","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","あおぞら工務店株式会社","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社MONO-GRAPH","0.0","","","","","","","","0.0","2026-06-04","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社グレート","0.0","","","","","","","","0.0","2026-06-19","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社インテリジェントフォース","0.0","","","","","","","","0.0","2026-06-19","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","株式会社TwinCompany","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","blanco graphics","0.0","","","","","","","","0.0","","","社内検討中","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","Tofu 設計事務所","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: お打ち合わせセッティング完了:StageName__c --","カリコ株式会社","0.0","","","","","","","","0.0","","","お打ち合わせセッティング完了","","","","",""
"","INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:ステージ: 制限つき選択リスト項目の値が不適切: 社内検討中:StageName__c --","株式会社ローザ","132000.0","","","","","2026-07-01","","","11000.0","","","社内検討中","","","","",""
